,pokemonId,type,type2,baseAttack,baseDefense,baseStamina,pokedexHeightM,pokedexWeightKg,candyToEvolve,kmBuddyDistance,thirdMoveStardustToUnlock,thirdMoveCandyToUnlock,shadowPurificationStardustNeeded,shadowPurificationCandyNeeded,megaId,megaAttack,megaDefense,megaStamina,megaHeightM,megaWeightKg,megaType1,megaType2,quickMoves,cinematicMoves,pokedexNumber,region,eliteQuickMove?,eliteCinematicMove?
460,NINETALES ALOLA,ICE,FAIRY,170.0,193.0,177.0,1.1,19.9,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CHARM,ICE BEAM,38,ALOLA,False,False
461,NINETALES ALOLA,ICE,FAIRY,170.0,193.0,177.0,1.1,19.9,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CHARM,BLIZZARD,38,ALOLA,False,False
462,NINETALES ALOLA,ICE,FAIRY,170.0,193.0,177.0,1.1,19.9,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CHARM,PSYSHOCK,38,ALOLA,False,False
463,NINETALES ALOLA,ICE,FAIRY,170.0,193.0,177.0,1.1,19.9,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CHARM,WEATHER BALL ICE,38,ALOLA,False,False
464,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,POUND,DISARMING VOICE,39,KANTO,False,False
465,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,POUND,GYRO BALL,39,KANTO,False,False
466,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,POUND,DAZZLING GLEAM,39,KANTO,False,False
467,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,POUND,SWIFT,39,KANTO,False,False
468,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,POUND,PLAY ROUGH,39,KANTO,False,True
469,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,POUND,BODY SLAM,39,KANTO,False,True
470,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,DISARMING VOICE,39,KANTO,False,False
471,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,GYRO BALL,39,KANTO,False,False
472,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,DAZZLING GLEAM,39,KANTO,False,False
473,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,SWIFT,39,KANTO,False,False
474,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,PLAY ROUGH,39,KANTO,False,True
475,JIGGLYPUFF,NORMAL,FAIRY,80.0,41.0,251.0,0.5,5.5,50.0,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,BODY SLAM,39,KANTO,False,True
476,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,POUND,DAZZLING GLEAM,40,KANTO,False,False
477,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,POUND,HYPER BEAM,40,KANTO,False,False
478,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,POUND,PLAY ROUGH,40,KANTO,False,False
479,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,POUND,ICE BEAM,40,KANTO,False,False
480,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,POUND,DISARMING VOICE,40,KANTO,False,False
481,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,POUND,ICY WIND,40,KANTO,False,False
482,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,POUND,SWIFT,40,KANTO,False,False
483,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,DAZZLING GLEAM,40,KANTO,False,False
484,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,HYPER BEAM,40,KANTO,False,False
485,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,PLAY ROUGH,40,KANTO,False,False
486,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,ICE BEAM,40,KANTO,False,False
487,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,DISARMING VOICE,40,KANTO,False,False
488,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,ICY WIND,40,KANTO,False,False
489,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,FEINT ATTACK,SWIFT,40,KANTO,False,False
490,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,CHARM,DAZZLING GLEAM,40,KANTO,False,False
491,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,CHARM,HYPER BEAM,40,KANTO,False,False
492,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,CHARM,PLAY ROUGH,40,KANTO,False,False
493,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,CHARM,ICE BEAM,40,KANTO,False,False
494,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,CHARM,DISARMING VOICE,40,KANTO,False,False
495,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,CHARM,ICY WIND,40,KANTO,False,False
496,WIGGLYTUFF,NORMAL,FAIRY,156.0,90.0,295.0,1.0,12.0,,1.0,10000.0,25.0,,,,,,,,,,,CHARM,SWIFT,40,KANTO,False,False
497,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,QUICK ATTACK,POISON FANG,41,KANTO,False,False
498,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,QUICK ATTACK,AIR CUTTER,41,KANTO,False,False
499,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,QUICK ATTACK,SWIFT,41,KANTO,False,False
500,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,QUICK ATTACK,SLUDGE BOMB,41,KANTO,False,True
501,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,POISON FANG,41,KANTO,False,False
502,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,AIR CUTTER,41,KANTO,False,False
503,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,SWIFT,41,KANTO,False,False
504,ZUBAT,POISON,FLYING,83.0,73.0,120.0,0.8,7.5,50.0,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,SLUDGE BOMB,41,KANTO,False,True
505,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,WING ATTACK,SHADOW BALL,42,KANTO,False,False
506,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,WING ATTACK,AIR CUTTER,42,KANTO,False,False
507,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,WING ATTACK,POISON FANG,42,KANTO,False,False
508,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,WING ATTACK,OMINOUS WIND,42,KANTO,False,True
509,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,SHADOW BALL,42,KANTO,False,False
510,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,AIR CUTTER,42,KANTO,False,False
511,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,POISON FANG,42,KANTO,False,False
512,GOLBAT,POISON,FLYING,161.0,150.0,181.0,1.6,55.0,,1.0,10000.0,25.0,1000.0,1.0,,,,,,,,,BITE,OMINOUS WIND,42,KANTO,False,True
513,ODDISH,GRASS,POISON,131.0,112.0,128.0,0.5,5.4,25.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,SEED BOMB,43,KANTO,False,False
514,ODDISH,GRASS,POISON,131.0,112.0,128.0,0.5,5.4,25.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,SLUDGE BOMB,43,KANTO,False,False
515,ODDISH,GRASS,POISON,131.0,112.0,128.0,0.5,5.4,25.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,MOONBLAST,43,KANTO,False,False
516,ODDISH,GRASS,POISON,131.0,112.0,128.0,0.5,5.4,25.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,SEED BOMB,43,KANTO,False,False
517,ODDISH,GRASS,POISON,131.0,112.0,128.0,0.5,5.4,25.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,SLUDGE BOMB,43,KANTO,False,False
518,ODDISH,GRASS,POISON,131.0,112.0,128.0,0.5,5.4,25.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,MOONBLAST,43,KANTO,False,False
519,GLOOM,GRASS,POISON,153.0,136.0,155.0,0.8,8.6,100.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,PETAL BLIZZARD,44,KANTO,False,False
520,GLOOM,GRASS,POISON,153.0,136.0,155.0,0.8,8.6,100.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,SLUDGE BOMB,44,KANTO,False,False
521,GLOOM,GRASS,POISON,153.0,136.0,155.0,0.8,8.6,100.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,MOONBLAST,44,KANTO,False,False
522,GLOOM,GRASS,POISON,153.0,136.0,155.0,0.8,8.6,100.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,PETAL BLIZZARD,44,KANTO,False,False
523,GLOOM,GRASS,POISON,153.0,136.0,155.0,0.8,8.6,100.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,SLUDGE BOMB,44,KANTO,False,False
524,GLOOM,GRASS,POISON,153.0,136.0,155.0,0.8,8.6,100.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,MOONBLAST,44,KANTO,False,False
525,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,PETAL BLIZZARD,45,KANTO,False,False
526,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,SOLAR BEAM,45,KANTO,False,False
527,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,MOONBLAST,45,KANTO,False,False
528,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,RAZOR LEAF,SLUDGE BOMB,45,KANTO,False,False
529,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,PETAL BLIZZARD,45,KANTO,False,False
530,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,SOLAR BEAM,45,KANTO,False,False
531,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,MOONBLAST,45,KANTO,False,False
532,VILEPLUME,GRASS,POISON,202.0,167.0,181.0,1.2,18.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,ACID,SLUDGE BOMB,45,KANTO,False,False
533,PARAS,BUG,GRASS,121.0,99.0,111.0,0.3,5.4,50.0,3.0,50000.0,50.0,,,,,,,,,,,SCRATCH,CROSS POISON,46,KANTO,False,False
534,PARAS,BUG,GRASS,121.0,99.0,111.0,0.3,5.4,50.0,3.0,50000.0,50.0,,,,,,,,,,,SCRATCH,X SCISSOR,46,KANTO,False,False
535,PARAS,BUG,GRASS,121.0,99.0,111.0,0.3,5.4,50.0,3.0,50000.0,50.0,,,,,,,,,,,SCRATCH,SEED BOMB,46,KANTO,False,False
536,PARAS,BUG,GRASS,121.0,99.0,111.0,0.3,5.4,50.0,3.0,50000.0,50.0,,,,,,,,,,,BUG BITE,CROSS POISON,46,KANTO,False,False
537,PARAS,BUG,GRASS,121.0,99.0,111.0,0.3,5.4,50.0,3.0,50000.0,50.0,,,,,,,,,,,BUG BITE,X SCISSOR,46,KANTO,False,False
538,PARAS,BUG,GRASS,121.0,99.0,111.0,0.3,5.4,50.0,3.0,50000.0,50.0,,,,,,,,,,,BUG BITE,SEED BOMB,46,KANTO,False,False
539,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,STRUGGLE BUG,CROSS POISON,47,KANTO,False,False
540,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,STRUGGLE BUG,X SCISSOR,47,KANTO,False,False
541,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,STRUGGLE BUG,SOLAR BEAM,47,KANTO,False,False
542,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,FURY CUTTER,CROSS POISON,47,KANTO,False,False
543,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,FURY CUTTER,X SCISSOR,47,KANTO,False,False
544,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,FURY CUTTER,SOLAR BEAM,47,KANTO,False,False
545,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,BUG BITE,CROSS POISON,47,KANTO,True,False
546,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,BUG BITE,X SCISSOR,47,KANTO,True,False
547,PARASECT,BUG,GRASS,165.0,146.0,155.0,1.0,29.5,,3.0,50000.0,50.0,,,,,,,,,,,BUG BITE,SOLAR BEAM,47,KANTO,True,False
548,VENONAT,BUG,POISON,100.0,100.0,155.0,1.0,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,BUG BITE,POISON FANG,48,KANTO,False,False
549,VENONAT,BUG,POISON,100.0,100.0,155.0,1.0,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,BUG BITE,PSYBEAM,48,KANTO,False,False
550,VENONAT,BUG,POISON,100.0,100.0,155.0,1.0,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,BUG BITE,SIGNAL BEAM,48,KANTO,False,False
551,VENONAT,BUG,POISON,100.0,100.0,155.0,1.0,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CONFUSION,POISON FANG,48,KANTO,False,False
552,VENONAT,BUG,POISON,100.0,100.0,155.0,1.0,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CONFUSION,PSYBEAM,48,KANTO,False,False
553,VENONAT,BUG,POISON,100.0,100.0,155.0,1.0,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CONFUSION,SIGNAL BEAM,48,KANTO,False,False
554,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,INFESTATION,SILVER WIND,49,KANTO,False,False
555,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,INFESTATION,PSYCHIC,49,KANTO,False,False
556,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,INFESTATION,BUG BUZZ,49,KANTO,False,False
557,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,INFESTATION,POISON FANG,49,KANTO,False,False
558,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CONFUSION,SILVER WIND,49,KANTO,False,False
559,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CONFUSION,PSYCHIC,49,KANTO,False,False
560,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CONFUSION,BUG BUZZ,49,KANTO,False,False
561,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,CONFUSION,POISON FANG,49,KANTO,False,False
562,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,BUG BITE,SILVER WIND,49,KANTO,True,False
563,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,BUG BITE,PSYCHIC,49,KANTO,True,False
564,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,BUG BITE,BUG BUZZ,49,KANTO,True,False
565,VENOMOTH,BUG,POISON,179.0,143.0,172.0,1.5,12.5,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,BUG BITE,POISON FANG,49,KANTO,True,False
566,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,DIG,50,KANTO,False,False
567,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,MUD BOMB,50,KANTO,False,False
568,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,ROCK TOMB,50,KANTO,False,False
569,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SCRATCH,DIG,50,KANTO,False,False
570,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SCRATCH,MUD BOMB,50,KANTO,False,False
571,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SCRATCH,ROCK TOMB,50,KANTO,False,False
572,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SHOT,DIG,50,KANTO,False,False
573,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SHOT,MUD BOMB,50,KANTO,False,False
574,DIGLETT,GROUND,,109.0,78.0,67.0,0.2,0.8,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SHOT,ROCK TOMB,50,KANTO,False,False
575,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,DIG,50,ALOLA,False,False
576,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,MUD BOMB,50,ALOLA,False,False
577,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,ROCK TOMB,50,ALOLA,False,False
578,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,METAL CLAW,DIG,50,ALOLA,False,False
579,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,METAL CLAW,MUD BOMB,50,ALOLA,False,False
580,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,METAL CLAW,ROCK TOMB,50,ALOLA,False,False
581,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SAND ATTACK,DIG,50,ALOLA,False,False
582,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SAND ATTACK,MUD BOMB,50,ALOLA,False,False
583,DIGLETT ALOLA,GROUND,STEEL,108.0,81.0,67.0,0.2,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SAND ATTACK,ROCK TOMB,50,ALOLA,False,False
584,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SUCKER PUNCH,EARTHQUAKE,51,KANTO,False,False
585,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SUCKER PUNCH,MUD BOMB,51,KANTO,False,False
586,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SUCKER PUNCH,STONE EDGE,51,KANTO,False,False
587,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,EARTHQUAKE,51,KANTO,False,False
588,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,MUD BOMB,51,KANTO,False,False
589,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,STONE EDGE,51,KANTO,False,False
590,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SHOT,EARTHQUAKE,51,KANTO,False,False
591,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SHOT,MUD BOMB,51,KANTO,False,False
592,DUGTRIO,GROUND,,167.0,134.0,111.0,0.7,33.3,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SHOT,STONE EDGE,51,KANTO,False,False
593,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,METAL CLAW,EARTHQUAKE,51,ALOLA,False,False
594,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,METAL CLAW,MUD BOMB,51,ALOLA,False,False
595,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,METAL CLAW,IRON HEAD,51,ALOLA,False,False
596,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,EARTHQUAKE,51,ALOLA,False,False
597,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,MUD BOMB,51,ALOLA,False,False
598,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,MUD SLAP,IRON HEAD,51,ALOLA,False,False
599,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SAND ATTACK,EARTHQUAKE,51,ALOLA,False,False
600,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SAND ATTACK,MUD BOMB,51,ALOLA,False,False
601,DUGTRIO ALOLA,GROUND,STEEL,201.0,142.0,111.0,0.7,66.6,,3.0,50000.0,50.0,3000.0,3.0,,,,,,,,,SAND ATTACK,IRON HEAD,51,ALOLA,False,False
